1	328.43	210.4
2	211.38	218.3
3	367.96	293.2
4	554.57	298.5
5	517.16	298.2
6	385.23	297.0
7	429.17	284.9
8	444.15	287.9
9	458.83	280.4
10	485.41	234.3
11	251.82	286.4
12	379.13	267.9
13	267.52	269.7
14	215.73	263.0
15	219.61	196.2
16	179.37	185.5
17	271.37	270.7
18	158.49	155.1
19	237.86	268.0
20	229.76	252.6
21	253.65	259.2
22	179.89	159.9
23	269.45	-999
24	262.09	-999
25	176.3	270.4
26	282.31	290.0
27	253.8	233.2
28	355.3	270.8
29	197.13	116.3
30	175.69	195.1
31	-999	-999
